text,label
"Tiếc cho tiết mục của gin nha, team ko chiu đâu tư dancer ho tro làm tiết mục ko hoan hao",0
Bài thi nhóm Đức Phúc ghép sến dã man ! ngta thông điệp hay thế mà ghép nhăng cuội cả lên.,0
Tui muốn thấy mấy anh bị loại nhảy thảm nữa 😅,1
"Rhyder cố lên, em rất tài năng",2
"Quang Hùng là báo vật của Việt Nam, chẳng qua được khai quật ở Thái thôi, giờ thì fan thái và Việt Nam cùng chiêm ngưỡng nhé ❤",2
Má giật mình tưởng team quân vào nguy hiểm,1
"live stage sau mà loại Captain, Atus, Rhyder t block chương trình=))",0
ước gì có vòng khán giả vote cho a trai bị loại dc comeback😢😢,1
Cuộc thi đọ độ nổi tiếng hả tr. Bài Love sand nghe ko lọt đc câu nào vậy mà top 1. Catch me từ câu đầu tới chorus khúc nào cũng hay z mà bị loại 2 mem. Chương trình buff HTH quá ;))),0
Trấn Thành good job,2
No Far No Start mãi đỉnh🥰,2
Luỵ team tỉu học quá,0
Vậy là mỗi tối thứ 7 không có ngồi mong đợi chương trình phát sóng nữa rồi😢,0
trời ơi coi tập này mắt tui sưng rồii😭,2
Cái chương trình mà lượt vote dựa vào số lượng fan của ai nhiều hơn! 😂 chứ mấy bài hay lại rớt xuống top cuối,0
"Negav, Quang Hùng ❤❤❤❤",2
nhỏ Hiếu có lúc mắc cười có lúc nghiêm túc ghê,2
Ông Dương Domic cưng quá lúc thuyết phục Khang cưng xỉu,2
"Bài Thi sĩ hay nha, đầu tư cũng khủng nữa, đúng là ko có gì ngoài điều kiện mà. Từ bài hát, dựng mindset đều rất chỉn chu và chuyên nghiệp. Nể thật sự !!",2
Ê bực á tập rồi HH PK Ali toàn dance tốt mà ko tính điểm tính phần thi nhóm xong tuột hạng quá trời thương quá đi,0
Anh trai Hai Dang Doo nhưng chtrinh ghi anh trai Quang Trung 😊,1
catch me if you can bét bảng Nhưng lại top 1 trending on youtube music không lẽ lỗ tai người dùng bị lỗi :)))))),0
"Bài của team Quân AP nghe hay đến nỗi da gà lên,khúc rap của Quân AP rất ấn tượng và cả khúc của giọng của Lâm Bảo Ngọc nữa,3 người còn lại kết hợp ăn ý làm nhạc trở nên hay dã man, không còn từ gì diễn tả nữa.BÀI NÀY HIT!",2
Regret mà top 5 thật sự ko hiểu đc?!,0
lập kỷ lục lượt xem vừa cao vừa nhanh luôn quá sốp ơi,2
Tiếc cho ngáo ngơ quá đi tại sao tại sao lại top 4,0
t biết trước là doo bị loại rồi nhưng mà t đau quá,0
Wean Lê đáng iu quá 😗,2
Nghe Quang Hùng hát t nổi ht da gà luôn bây,2
Mình ở nhà xem đi xem lại vẫn k thấy chán.,2
Dương Domic sợ cảm giac chia tayyyy nhất luôn ý nhỉ,2
Sao t thấy của rai vừa hay mà cx ko hay z:))),1
"Bài cach me vậy mk thấp điểm nhất, tưởng k top1 thì cũng 2 á",0
ai thấy nay giọng Hieuthuhai lạ hong,1
"Coi thì quá hay, quá cuốn mà cứ chút xíu quảng cảm nest cf nổi điên ghê 😑. Biết là nhà tài trợ nhưng cứ 5-10p là quảng cáo thiệt vô tình làm ảnh hưởng tới chất lượng trải nghiệm khi xem ghê",0
Hải Đăng Doo của tui😔,1
Mình thấy trương trình khá hấp dẫn Nhưng cái việc không loại mình thấy ko vui lắm,1
troii âu trờiii chii đc Negev tặng nhẫn đã dữ dạaa,2
Gần 1h sáng vẫn đang u mê trong bài của Rhyder Kiểu nó khiến mình bị xúc động bởi phong cách biểu diễn và sự thể hiện luôn 1 sự khát khao sân khấu và bạn đã chứng mình bản thân sinh ra để đứng trên sân khấu Qua tập này cũm thấy thích Atus nữa nè kiểu sp anh em ă cảm ơn anh vì đã công nhận tài năng của Rhyder,2
"Hurrykng 04 nha mọi người ơii,vote cho ảnh để ảnh bung hơn nữa nhaaaaaa",2
"Trong teaser ko thấy Hùng Hùnh nữa 😢 Vòng này ổng sáng trưng, hi vọng ổng ko bị loại",2
Đoạn 1 hai bước của bài Tình Đầu Quá Chén hay quá huhu,2
"Thi sĩ hay nhưng rất tiếc đa số mấy con hú hét chỉ biết nhìn thôi, nên khả năng cao là tụi nó ít bầu chọn",0
ủa thế là hết chương trình rồi ạ ?😭😭😭 thứ 7 mỗi tối em biết làm gì trời ơiii,0
Xem tập này xong lại nhớ tới kết quả của bài cacth me if you can.hahaha. y chang,1
Chu choa mẹ ơi coi vòng này mà tim muốn ngừng đập luôn vậy chèn... Quá hồi hộp,2
Chương trình hay mà quảng cáo quá trời luôn @@,1
Tuân tài hại quá,0
vocal Đức Phúc hay vãiii,2
Coi lại tập 1 mới thấy sao mà dương đeo mic tập 1 xấu dữ d trời😂,0
Xem đi xem lại mấy lần vẫn thấy tập này Dương Domic cute xỉu cưng dữ trờiii,2
Trời ơi. Một bài khó nhất k ai giám làm mà đưa vô tay HTH nó hay dữ v chèn. Đỉnh quá HIẾU ơi. Tự ghi âm tự viết lời tự chia đoạn cho ae tự làm nhạc. Sao mà giỏi dữ vậy Hiếu ơi.,2
"Thái ngân hãm thực sự, bị vô duyên",0
Tập nay hay quá,2
"Ủa HTH thẳng thắn vậy có gì sai ? Cuộc sống đâu sống vì tình thương hay gì được , nếu mà chọn miễn cưỡng khác gì bố thí cho các anh trai đó không , cmt thì phải suy nghĩ cho mà kĩ vào.",1
ANH TRAI SAY HI LÀ CHƯƠNG TRÌNH HÃM VÀ NÁT NHẤT MÀ T TỪNG BIẾT.THỜI GIAN KHÁN GIẢ DÀNH CHO CTRINH TỆ HẠI NÀY LÀ KHÔNG ĐÁNG.,0
Ông win lúc trọn đội mà bị từ chôi thấy dễ thương ghê,2
Hôm qua vừa là concert cuối cùng của chương trình.Hôm nay coi lại hành trình rực rỡ này❤,2
"Nhóm 10/10 tôi thấy nó còn hay hơn top3 ý,chả hiểu chấm thế nào luôn ạ,10/10 ngta đầu tư tiết mục phối âm các thứ nói chung là rất ổn nha,chả hiểu sao đứng bét bảng luôn ạ,trương trình hơi kì nha:)",0
Atus xui quá xui,0
Phải nói Pháp Kiều vừa nhanh vừa thông minh trời ơi mê con nhỏ đó gê ta ❤❤❤❤,2
"Chết cười vs dương domic, hurrykng, atus",2
Đoạn Tage bùn ghê,0
Bất công team rhyder hay rõ hơn luôn,2
Mấy anh này ồn điên :))))),0
Khán giả bầu chọn kiểu gì v team negav mà số 4??,0
tui thấy chương trình ưu ái cho đội nào có negave vs isac vãi,1
T thấy bài nào cũng hay. Anh trai nào t cũng si mê 😂😂😂,2
Nhom song luan tui k an tuong gi het nhay k đeu,0
Đội HIEUTHUHAI Team ngáo ngơ mãi đỉnh đỉnh TỐP1 Tốp1 tốp1 ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥🫶🏻🫶🏻🫶🏻😎😎😎😎,2
Bài Tú Voi quá hay đi,2
"Coi đến đoạn công bố điểm của Vũ Thịnh tức ức k muốn coi nữa luôn, bất công thiệt sự😢",0
Cứ để anh ta rời đi top 1 Ngân nga top 2 Trong lòng tuiiiiiii,1
Ủa sao đội dương domic đc bàn luận vậy. Ăn gian,0
Ối có cả Jsol lun kìa bik tới ổng từ lúc ổng thi chương trình giai điệu chung đôi cùng với Jin Ju 😊,2
"Eo coi kết quả mà đau tim ,cảm xúc quá .Hết giải trí rồi nghỉ xem thoai 🥰",0
Thấy nhóm hay nhất lại đứng cuối cùng. K hiểu nổi 😢,0
Chê Issac nhé. Vô cùng kém duyên,0
Ehyder quá tài luôn nhe,2
Trời ơi 10/10 đỉnh vậy mà hạng 6 mình ko hiểu các bạn chấm ở đấy kiểu gì luôn đối với mình cũng phải top3 chứ ko thể nào mà hạng 6 như vậy đc thấy ko công tâm tí nào . TỨC QUÁ ĐI😢😢😢,0
Nhìn anh Hùng Huỳnh nhảy mà tim đập thình thịch lun!!! Quá là mãn nhãn về chất và lượng. Hùng Huỳnh cũng rất tôn trọng khi đập tay hay nhảy với các giám khảo. Luôn ủng hộ Hùng Huỳnh,2
I Love team Atus ❤❤❤ hay quá trời ưi 🎉🎉🎉🎉,2
"Vieon dc cái hay mua seeding trên YT ha, đọc nhiều cái giả trân thấy ghét. Nhưng công nhận tập này rhyder vs negav hay nhất",2
Thề ko có cảm tình vs mặt Tage tí nào 😃,0
Tôi mới biết hiêu thứ hai qua hai ngày một đêm thôi chứ hát cũng bình thường thôi,0
Bài của đức phúc đỉnh quá,2
"Love sand hay quá má ơi, debut luôn anh em ơi",2
Khóc lụt luôn á,2
Anh Dương depzaiiiii quáaaaaaaaaaaa,2
Khúc cuối nhảy t cười điên 😂😂😂😂,2
Đức phúc chịu chơi thiệt,2
Em fan quang hùng,2
"ê tội quân ap quá di, team đã yếu rồi còn bị cắt tiết mục",0
"Phần lời bài 10.10 thô tục quá, ai cho bài này phát hành nhỉ. Chương trình nên xem lại, uổng công trình diễn của 4 anh chàng.",0
Thề là không nghĩ team của HTH lại thứ 4 đăuuuu 😢,0
Má ơi tú tus cười muốn ná thở,2
Quang Anh ơi giỏi quá rồi. Luôn yêu thương và ủng hộ Quang Anh,2
T coi tiết mục của Đp thì quảng cáo tận 4 lần mà quảng cáo có Negav nên ko s t bỏ qua kkk,0
"Hiếu hay v. Tính toán được, nào chiến cần chiến, nào lui cần lui ko vội rất biết mk. Đỉnh v tính toán quá đỉnh",2
10/10 sao top 6 ba 🤡? Chương trình với lũ fan dưới bị sao thiệt á má thấy như sắp đặt hết lúc đầu ATus xuất hiện gào thét nhiều lắm dữ lắm mà kết tập top6 là sao má ủa alo🤡 gần như muốn Team 10/10 bị loại vậy,0
Caption đỉnh ghê á tr🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,2
"Gì có 4 tiếng hết tập rồi, buồn.",0
Khúc chơi ăn đón món t cười điên negav với pháp kiều :))),2
"Đối với mình don't care điểm cao là hiển nhiên vì nhạc bắt tai hơn những bài khác và team này nhiều visual đẹp, còn 10/10 cách setup bài đẹp thú vị nhưng phần nghe k đã bằng mà điểm thì thấp hơn mình nghĩ thật",1
Tập này Hái Thị Hiêu lắng đến lặng luôn nhìn thương ghê nhưng vẫn chúc mừng đội trưởng Trần vẫn giữ đc lời hứa đưa cả đội gáy vang trời....chờ tập sau xem đội trưởng Trần vào team ải team aiiii :)),1
Top 1 nghe mà méo thể thuộc đc k xứng,0
Má khúc t tưởng team Quân AP mà về chắc t chởi quá trời 😅,1
Thái Ngân đẹp trai💙💙,2
Tập này ngắn quá,0
Mấy anh ấy đã rất cố gắng nhưng mà ... 😭,1
1:46:30 babyboo ơi vào xem a hiếu nè 😂,2
Bày ơi tao xem mà tao khok quá trời 😂,2
4:01:27 nghe hài xỉuu kk,2
Bao lời con chưa nói quá xúc động luôn . Khóc như mưa. Ủng hộ team atus,2
"Ngáo Ngơ quá hay luôn team visual đỉnh thực sự mong các anh debut boyband toàn cầu luôn. Anh Hiếu quá giỏi và đỉnh, top 1 trending lets gooooo",2
Chúc mừng các anhh traiiii,2
Buồn cười dã man atus qtrung,2
Chưa bao giờ mình bình luận. Mà nay xem cái ct này phải cmt. Khán giả bình chọn kiểu fan ai đông thì thắng. Làm ơn nghe nhạc đi. Công tâm vào,0
"t nói thật khán giả ở đó kh hề công tâm xíu nào luôn VT nhảy rõ ổn mà tụi bây chấm kiểu gi v, chấm tài năng hay drm hả , bớt bớt cái tính xấu đó lại đi",0
tôi đang bị lụy chương trình :(( ko có chương trình thì thứ 7 phải làm gì đây,1
Hải Đăng Doo vào team nào nhạc cũng xu vậy trời :'(((,0
nghe nói tập này có mẹ lâm vô nghe rằng hay lắm.Nên xem thử kb ngờ hay thiệt 100000₫ trong lòng khán giả nha hài dễ sợ nên đi diễn hài là akelo nha 👍👌😂🤣,2
xem 2 bài ngáo ngơ với regreat xong thấy k muốn xm tiếp :D,0
"Bao lời con chưa nói. đã chạm đến trái tym của mình. Bài hát rất hay và ý nghĩa. Dương giỏi quá ❤❤❤❤. Cả team hát rất cảm xúc, hay 🥺😍❤️❤️",2
trời ơi Anh Tú Atus anh bảnh điênn bayyy ơi,2
"ANH QUÂN AP OI EM YEU ANH, ẢNH ĐỈNH CAO ẢNH SỐ 1 MÃI ĐỈNH TRONG LÒNG EM. YÊU QUÂN AP S1",2
"không ấy chương trình không loại ai thi đến tết luôn được không ,bài nào cũng hay chọn saooo",1
"""Bao lời con chưa nói” của team Atus chạm đến trái tim mình.",2
Hay qquá đi ạ,2
"Nhìn Jsol hiền khô, mà còn dễ thương nữa",2
Gì vậy trời. Đội quân a.p zị mà hạng 5 Team Song Luân vậy mà thua 🙂,0
"Tr ơi có cái đoạn "" babyboo "" đó kh biết m.n có để ý kh, Hiếu lại đưa tên ngiu vào bài hát nữa roii, Hiếu tinh tế thì thôi rồi😍😍😘",2
Đợi mấy ngày nay cuối cùng cx đc xem òiiiii😂,2
"Xem chuog trình âm nhac mà cuoi ko ngâm dc mồm lun 😊😊 , vừa đã tai đã mắt mà vui nhon nua",2
Anh Hieuthuhai là một người rất trượng nghĩa với anh em lúc nào cũng muốn đưa anh em nổi tiếng cùng thật là một tình cảm quý giá nhất ảnh cũng rất quan tâm và giúp đỡ mọi người nên rất được mọi người yêu thương và quý mến nói chung là thương và yêu thích anh Hiếu nhiều lắm❤❤🥰,2
Quang Hùng hát quá hay,2
Rhyder và Captain cố lênnnn❤❤,2
HTH ATus mãi yeuuu,2
"xem đi xem lại đoạn trấn thành bị đẩy đi xog nhảy vẫn thấy buồn cười,walk vẫn là hay nhât khiến mk fai xem đi xem lại bài sôi động hát hay nhảy đẹp,và bằng 1 thế lực nào đó khi nhìn toc trắng và nhìn dáng đằng sau mk biet ngay là ciin rồi",2
"Luôn ủng hộ Hùng Huỳnh. Chúc anh mãi luôn như vậy, tỏa sáng trên sân khấu anh xứng đáng thuộc về ❤",2
ý nghĩa nhưng mà nhạc hog hay bay ơi bay,0
"Rhyder và Captian cháy hết mình nha, dù là kết quả nào hai e cũng đều xứng đáng nằm trong top debut ❤❤❤",2
coi rhyder tưởng concert của nghệ sĩ quốc tế nào không á trời,1
wow wow bài don't care nghe bắt tai xỉu lun trình diễn thật sự rất đỉnh chúc mừng nhóm don't care và mình thật sự rất thích negav và issac lắm lun mê mê,2
"Kq tuần vừa rồi lại giống tuần đầu, tuần trc có 10/10 tuần vừa r có catch me if you can hay thi sĩ, ko thể hiểu sao lại chót vs áp chót thôi, có lẽ mình thấy kq lo xứng đáng nhưng ngoài kia cug rất rất nhiều ng có cùng suy nghĩ của mình nhỉ, vì kq đọng lại mn sẽ thấy nhà nhà ai cug CMIYC nó viral ntn nhỉ, ko fai kq ng top 1 ko hay nhưng để ns việc đọng lại ng xem hay xúc cảm thì ko bg 2 đội kia, tượng trưng là tuần nào bài chót cug viral và trending nẹ … thấy hơi bùn thay,",0
"RHYDER nhỏ nhẹ, dễ thương thật sư",2
Ko mún tin 10/10 top 6 ạ 😢,1
"ê do tui đa nghi hay sao nhưng tui lại suy nghĩ theo hướng chương trình đang tạo drama cho HTH á. Tui lại nghĩ team Negav mới là top1 còn team HTH chỉ top2 thui, nhưng vì tạo content cho ctrinh nên buộc phải làm z hông ta😅",1
Đoạn đầu cay thật,0
Tiết mục t2 của team eric ngầu mà lời bài hát k hợp,1
Trc khi coi tôi ko dám đi chửi những ng toxic team ht2 sợ bị nghiệp quật may mà top1,1
Nhìn th tage nó cứ tđn nào ấy nhở :)),2
"Hết ctrinh atsh thì mỗi thứ 7 hàng tuần coi cái gì đâyyy,mãi nhớ😢",1
Sốc quá chương trình ơi,1
Atus ảnh ồn hơn cái chợ,0
Spotlight thuộc về 10/10. Vote cho cố vô rồi để người ta chửi. No far no star xứng đáng hạng nhất nhưng ko có nghĩa 10/10 đáng bị hạng 6. 300 khán giả như trò đùa.,0
Vậy là hết rồi đó hả tưởng là diễn 1 lần hết luôn chứ 😢😢😢,0
Ước gì có tập nào ctrinh mời được sếp Tùng của em tham gia ạ 😢,1
"Germini Hùng Huỳnh là người tui mong đợi nhất, chời ơi hóng nát nước",2
"thương Erik quáa, dù vấp ngã vẫn đứng lên mong mn vote cho anh❤🥺",2
"Hiếu thứ Hai đẹp trai viết lời hay , nhạc hay dễ nghe, giỏi",2
Team Rhyder và Tú ATus nghe chill,2
"Thương vũ thịnh quá thương, khán giả quá thiên vị",2
"Ngân nga dính quá tr ơi , thấy bài này hay mò sao ít người khenn z chờii😢 thấy toàn khen bài Ngáo ngơ ( nói z thoy chứ ko có í là ko thích bài Ngáo ngơ )",1
Chương trìnhhh cho vòng hồi sinhhh đc hônggg ạaaaaaaa 😭😭😭😭😭😭😭😭😭😭😭😭😭buồnnn qá điiiii,0
